
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1719", "1718"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1720", "1719"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1721", "1720"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1722", "1721"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1723", "1722"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1723", "1723"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1724", "1723"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1725", "1724"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1726", "1725"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1727", "1726"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1728", "1727"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1729", "1728"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1730", "1729"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1731", "1730"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1732", "1731"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1733", "1732"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1734", "1733"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1734", "1734"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1735", "1734"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1736", "1735"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1737", "1736"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1738", "1737"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1739", "1738"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1740", "1739"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1741", "1740"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1742", "1741"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1743", "1742"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1744", "1743"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1745", "1744"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1746", "1745"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1747", "1746"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1747", "1747"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1748", "1747"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1749", "1748"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1750", "1749"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1751", "1750"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1751", "1751"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1752", "1751"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1753", "1752"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1754", "1753"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1755", "1754"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1756", "1755"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1757", "1756"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1758", "1757"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1759", "1758"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1760", "1759"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1761", "1760"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1762", "1761"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1763", "1762"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1764", "1763"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1765", "1764"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1766", "1765"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1767", "1766"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1767", "1767"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1768", "1767"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1769", "1768"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1770", "1769"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1771", "1770"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1772", "1771"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1773", "1772"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1774", "1773"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1775", "1774"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1776", "1775"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1777", "1776"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1778", "1777"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1779", "1778"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1780", "1779"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1781", "1780"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1782", "1781"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1783", "1782"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1783", "1783"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1784", "1783"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1785", "1784"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1786", "1785"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1787", "1786"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1788", "1787"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1789", "1788"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1790", "1789"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1791", "1790"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1792", "1791"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1793", "1792"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1794", "1793"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1795", "1794"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1796", "1795"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1797", "1796"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1798", "1797"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1799", "1798"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1800", "1799"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1801", "1800"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1802", "1801"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1803", "1802"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1804", "1803"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1804", "1804"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1805", "1804"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1806", "1805"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1807", "1806"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1808", "1807"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1809", "1808"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1810", "1809"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1811", "1810"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1812", "1811"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1813", "1812"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1814", "1813"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1815", "1814"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1816", "1815"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1817", "1816"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1817", "1817"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1818", "1817"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1819", "1818"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1820", "1819"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1821", "1820"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1822", "1821"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1823", "1822"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1824", "1823"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1825", "1824"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1826", "1825"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1827", "1826"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1828", "1827"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1829", "1828"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1829", "1829"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1830", "1829"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1831", "1830"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1832", "1831"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1833", "1832"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1834", "1833"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1835", "1834"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1836", "1835"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1837", "1836"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1838", "1837"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1839", "1838"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1840", "1839"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1841", "1840"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1841", "1841"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1842", "1841"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1842", "1842"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1843", "1842"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1843", "1843"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1844", "1843"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1844", "1844"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1845", "1844"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1845", "1845"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1846", "1845"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1847", "1846"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1848", "1847"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1849", "1848"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1850", "1849"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1851", "1850"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1852", "1851"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1853", "1852"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1854", "1853"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1854", "1854"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1855", "1854"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1855", "1855"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1856", "1855"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1857", "1856"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1857", "1857"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1858", "1857"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1859", "1858"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1860", "1859"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1860", "1860"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1861", "1860"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1861", "1861"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1862", "1861"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1863", "1862"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1863", "1863"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1864", "1863"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1864", "1864"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1865", "1864"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1865", "1865"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1866", "1865"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1867", "1866"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1868", "1867"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1869", "1868"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1870", "1869"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1871", "1870"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1871", "1871"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1872", "1871"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1872", "1872"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1873", "1872"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1874", "1873"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1874", "1874"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1875", "1874"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1876", "1875"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1877", "1876"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1877", "1877"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1878", "1877"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1879", "1878"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1880", "1879"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1881", "1880"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1882", "1881"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1883", "1882"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1884", "1883"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1885", "1884"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1886", "1885"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1887", "1886"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1888", "1887"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1889", "1888"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1890", "1889"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1891", "1890"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1892", "1891"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1893", "1892"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1893", "1893"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1894", "1893"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1894", "1894"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1895", "1894"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1895", "1895"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1896", "1895"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1897", "1896"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1898", "1897"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1899", "1898"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1900", "1899"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1901", "1900"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1902", "1901"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1903", "1902"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1903", "1903"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1903", "1903"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1904", "1903"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1904", "1904"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1905", "1904"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1906", "1905"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1907", "1906"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1908", "1907"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1909", "1908"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1910", "1909"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1910", "1910"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1911", "1910"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1912", "1911"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1913", "1912"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1914", "1913"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1915", "1914"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1916", "1915"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1917", "1916"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1918", "1917"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1918", "1918"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1919", "1918"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1919", "1919"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1920", "1919"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1921", "1920"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1921", "1921"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1922", "1921"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1923", "1922"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1924", "1923"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1925", "1924"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1926", "1925"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1927", "1926"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1928", "1927"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1929", "1928"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1930", "1929"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1931", "1930"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1932", "1931"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1933", "1932"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1934", "1933"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1935", "1934"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1936", "1935"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1936", "1936"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1936", "1936"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1937", "1936"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1938", "1937"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1939", "1938"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1940", "1939"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1941", "1940"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1942", "1941"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1943", "1942"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1944", "1943"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1944", "1944"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1944", "1944"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1944", "1944"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1944", "1944"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1945", "1944"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1945", "1945"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1945", "1945"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1946", "1945"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1947", "1946"
